
[MeshData]

UVêî : 14190

UVî‘çÜ0 : { 0.18783, 0.0302454 }
UVî‘çÜ1363 : { 0.186284, 0.0225726 }
UVî‘çÜ1364 : { 0.18475, 0.0221993 }
UVî‘çÜ1365 : { 0.186284, 0.0225726 }
UVî‘çÜ1366 : { 0.18475, 0.0250048 }
UVî‘çÜ1367 : { 0.186284, 0.025201 }
UVî‘çÜ1368 : { 0.18475, 0.0281146 }
UVî‘çÜ1369 : { 0.186284, 0.025201 }
UVî‘çÜ1370 : { 0.18475, 0.0250048 }
UVî‘çÜ1371 : { 0.186284, 0.025201 }
UVî‘çÜ1372 : { 0.18475, 0.0281146 }
UVî‘çÜ1373 : { 0.186284, 0.0281146 }
UVî‘çÜ1374 : { 0.186284, 0.0310281 }
UVî‘çÜ1375 : { 0.18475, 0.0281146 }
UVî‘çÜ1376 : { 0.18475, 0.0312245 }
UVî‘çÜ1377 : { 0.18475, 0.0281146 }
UVî‘çÜ1378 : { 0.186284, 0.0310281 }
UVî‘çÜ1379 : { 0.186284, 0.0281146 }
UVî‘çÜ1380 : { 0.186284, 0.0336565 }
UVî‘çÜ1381 : { 0.18475, 0.0312245 }
UVî‘çÜ1382 : { 0.18475, 0.0340299 }
UVî‘çÜ1383 : { 0.18475, 0.0312245 }
UVî‘çÜ1384 : { 0.186284, 0.0336565 }
UVî‘çÜ1385 : { 0.186284, 0.0310281 }
UVî‘çÜ1386 : { 0.186284, 0.0357423 }
UVî‘çÜ1387 : { 0.18475, 0.0340299 }
UVî‘çÜ1388 : { 0.18475, 0.0362564 }
UVî‘çÜ1389 : { 0.18475, 0.0340299 }
UVî‘çÜ1390 : { 0.186284, 0.0357423 }
UVî‘çÜ1391 : { 0.186284, 0.0336565 }
UVî‘çÜ1392 : { 0.209762, 0.0301415 }
UVî‘çÜ1393 : { 0.212194, 0.0316756 }
UVî‘çÜ1394 : { 0.21239, 0.0301415 }
UVî‘çÜ1395 : { 0.212194, 0.0316756 }
UVî‘çÜ1396 : { 0.209762, 0.0301415 }
UVî‘çÜ1397 : { 0.209389, 0.0316756 }
UVî‘çÜ1398 : { 0.21239, 0.0301415 }
UVî‘çÜ1399 : { 0.215304, 0.0316756 }
UVî‘çÜ1400 : { 0.215304, 0.0301415 }
UVî‘çÜ1401 : { 0.215304, 0.0316756 }
UVî‘çÜ1402 : { 0.21239, 0.0301415 }
UVî‘çÜ1403 : { 0.212194, 0.0316756 }
UVî‘çÜ1404 : { 0.218217, 0.0301415 }
UVî‘çÜ1405 : { 0.215304, 0.0301415 }
UVî‘çÜ1406 : { 0.215304, 0.0316756 }
UVî‘çÜ1407 : { 0.218217, 0.0301415 }
UVî‘çÜ1408 : { 0.215304, 0.0316756 }
UVî‘çÜ1409 : { 0.218414, 0.0316756 }
UVî‘çÜ1410 : { 0.220846, 0.0301415 }
UVî‘çÜ1411 : { 0.218217, 0.0301415 }
UVî‘çÜ1412 : { 0.218414, 0.0316756 }
UVî‘çÜ1413 : { 0.218414, 0.0316756 }
UVî‘çÜ1414 : { 0.221219, 0.0316756 }
UVî‘çÜ1415 : { 0.220846, 0.0301415 }
UVî‘çÜ1416 : { 0.210945, 0.0236296 }
UVî‘çÜ1417 : { 0.210945, 0.0215437 }
UVî‘çÜ1418 : { 0.209411, 0.0210297 }
UVî‘çÜ1419 : { 0.209411, 0.0210297 }
UVî‘çÜ1420 : { 0.209411, 0.0232561 }
UVî‘çÜ1421 : { 0.210945, 0.0236296 }
UVî‘çÜ1422 : { 0.210945, 0.0236296 }
UVî‘çÜ1423 : { 0.209411, 0.0260617 }
UVî‘çÜ1424 : { 0.210945, 0.0262579 }
UVî‘çÜ1425 : { 0.209411, 0.0260617 }
UVî‘çÜ1426 : { 0.210945, 0.0236296 }
UVî‘çÜ1427 : { 0.209411, 0.0232561 }
UVî‘çÜ1428 : { 0.210945, 0.0262579 }
UVî‘çÜ1429 : { 0.209411, 0.0291714 }
UVî‘çÜ1430 : { 0.210945, 0.0291714 }
UVî‘çÜ1431 : { 0.209411, 0.0291714 }
UVî‘çÜ1432 : { 0.210945, 0.0262579 }
UVî‘çÜ1433 : { 0.209411, 0.0260617 }
UVî‘çÜ1434 : { 0.210945, 0.0320849 }
UVî‘çÜ1435 : { 0.210945, 0.0291714 }
UVî‘çÜ1436 : { 0.209411, 0.0291714 }
UVî‘çÜ1437 : { 0.209411, 0.0291714 }
UVî‘çÜ1438 : { 0.209411, 0.0322813 }
UVî‘çÜ1439 : { 0.210945, 0.0320849 }
UVî‘çÜ1440 : { 0.212361, 0.0318169 }
UVî‘çÜ1441 : { 0.210945, 0.0320849 }
UVî‘çÜ1442 : { 0.212361, 0.0342034 }
UVî‘çÜ1443 : { 0.210945, 0.0320849 }
UVî‘çÜ1444 : { 0.210945, 0.0347133 }
UVî‘çÜ1445 : { 0.212361, 0.0342034 }
UVî‘çÜ1446 : { 0.210945, 0.0367992 }
UVî‘çÜ1447 : { 0.212361, 0.0342034 }
UVî‘çÜ1448 : { 0.210945, 0.0347133 }
UVî‘çÜ1449 : { 0.212361, 0.0342034 }
UVî‘çÜ1450 : { 0.210945, 0.0367992 }
UVî‘çÜ1451 : { 0.212361, 0.0360973 }
UVî‘çÜ1452 : { 0.205373, 0.0354828 }
UVî‘çÜ1453 : { 0.203958, 0.0376012 }
UVî‘çÜ1454 : { 0.205373, 0.0381112 }
UVî‘çÜ1455 : { 0.203958, 0.0376012 }
UVî‘çÜ1456 : { 0.205373, 0.0354828 }
UVî‘çÜ1457 : { 0.203958, 0.0352147 }
UVî‘çÜ1458 : { 0.205373, 0.0325693 }
UVî‘çÜ1459 : { 0.203958, 0.0352147 }
UVî‘çÜ1460 : { 0.205373, 0.0354828 }
UVî‘çÜ1461 : { 0.203958, 0.0352147 }
UVî‘çÜ1462 : { 0.205373, 0.0325693 }
UVî‘çÜ1463 : { 0.203958, 0.0325693 }
UVî‘çÜ1464 : { 0.203958, 0.0299238 }
UVî‘çÜ1465 : { 0.205373, 0.0325693 }
UVî‘çÜ1466 : { 0.205373, 0.0296557 }
UVî‘çÜ1467 : { 0.205373, 0.0325693 }
UVî‘çÜ1468 : { 0.203958, 0.0299238 }
UVî‘çÜ1469 : { 0.203958, 0.0325693 }
UVî‘çÜ1470 : { 0.205373, 0.0270275 }
UVî‘çÜ1471 : { 0.203958, 0.0275373 }
UVî‘çÜ1472 : { 0.205373, 0.0296557 }
UVî‘çÜ1473 : { 0.205373, 0.0296557 }
UVî‘çÜ1474 : { 0.203958, 0.0275373 }
UVî‘çÜ1475 : { 0.203958, 0.0299238 }
UVî‘çÜ1476 : { 0.205373, 0.0249416 }
UVî‘çÜ1477 : { 0.203958, 0.0275373 }
UVî‘çÜ1478 : { 0.205373, 0.0270275 }
UVî‘çÜ1479 : { 0.203958, 0.0275373 }
UVî‘çÜ1480 : { 0.205373, 0.0249416 }
UVî‘çÜ1481 : { 0.203958, 0.0256435 }
UVî‘çÜ1482 : { 0.186284, 0.025201 }
UVî‘çÜ1483 : { 0.1877, 0.0230827 }
UVî‘çÜ1484 : { 0.186284, 0.0225726 }
UVî‘çÜ1485 : { 0.1877, 0.0230827 }
UVî‘çÜ1486 : { 0.186284, 0.025201 }
UVî‘çÜ1487 : { 0.1877, 0.0254692 }
UVî‘çÜ1488 : { 0.186284, 0.0281146 }
UVî‘çÜ1489 : { 0.1877, 0.0254692 }
UVî‘çÜ1490 : { 0.186284, 0.025201 }
UVî‘çÜ1491 : { 0.1877, 0.0254692 }
UVî‘çÜ1492 : { 0.186284, 0.0281146 }
UVî‘çÜ1493 : { 0.1877, 0.0281146 }
UVî‘çÜ1494 : { 0.1877, 0.03076 }
UVî‘çÜ1495 : { 0.186284, 0.0281146 }
UVî‘çÜ1496 : { 0.186284, 0.0310281 }
UVî‘çÜ1497 : { 0.186284, 0.0281146 }
UVî‘çÜ1498 : { 0.1877, 0.03076 }
UVî‘çÜ1499 : { 0.1877, 0.0281146 }
UVî‘çÜ1500 : { 0.1877, 0.0331464 }
UVî‘çÜ1501 : { 0.186284, 0.0310281 }
UVî‘çÜ1502 : { 0.186284, 0.0336565 }
UVî‘çÜ1503 : { 0.186284, 0.0310281 }
UVî‘çÜ1504 : { 0.1877, 0.0331464 }
UVî‘çÜ1505 : { 0.1877, 0.03076 }
UVî‘çÜ1506 : { 0.1877, 0.0331464 }
UVî‘çÜ1507 : { 0.186284, 0.0357423 }
UVî‘çÜ1508 : { 0.1877, 0.0350405 }
UVî‘çÜ1509 : { 0.186284, 0.0357423 }
UVî‘çÜ1510 : { 0.1877, 0.0331464 }
UVî‘çÜ1511 : { 0.186284, 0.0336565 }
UVî‘çÜ1512 : { 0.210272, 0.0287257 }
UVî‘çÜ1513 : { 0.21239, 0.0301415 }
UVî‘çÜ1514 : { 0.212658, 0.0287257 }
UVî‘çÜ1515 : { 0.21239, 0.0301415 }
UVî‘çÜ1516 : { 0.210272, 0.0287257 }
UVî‘çÜ1517 : { 0.209762, 0.0301415 }
UVî‘çÜ1518 : { 0.212658, 0.0287257 }
UVî‘çÜ1519 : { 0.215304, 0.0301415 }
UVî‘çÜ1520 : { 0.215304, 0.0287257 }
UVî‘çÜ1521 : { 0.215304, 0.0301415 }
UVî‘çÜ1522 : { 0.212658, 0.0287257 }
UVî‘çÜ1523 : { 0.21239, 0.0301415 }
UVî‘çÜ1524 : { 0.217949, 0.0287257 }
UVî‘çÜ1525 : { 0.215304, 0.0287257 }
UVî‘çÜ1526 : { 0.215304, 0.0301415 }
UVî‘çÜ1527 : { 0.217949, 0.0287257 }
UVî‘çÜ1528 : { 0.215304, 0.0301415 }
UVî‘çÜ1529 : { 0.218217, 0.0301415 }
UVî‘çÜ1530 : { 0.220336, 0.0287257 }
UVî‘çÜ1531 : { 0.217949, 0.0287257 }
UVî‘çÜ1532 : { 0.218217, 0.0301415 }
UVî‘çÜ1533 : { 0.218217, 0.0301415 }
UVî‘çÜ1534 : { 0.220846, 0.0301415 }
UVî‘çÜ1535 : { 0.220336, 0.0287257 }
UVî‘çÜ1536 : { 0.212361, 0.0241396 }
UVî‘çÜ1537 : { 0.212361, 0.0222456 }
UVî‘çÜ1538 : { 0.210945, 0.0215437 }
UVî‘çÜ1539 : { 0.210945, 0.0215437 }
UVî‘çÜ1540 : { 0.210945, 0.0236296 }
UVî‘çÜ1541 : { 0.212361, 0.0241396 }
UVî‘çÜ1542 : { 0.212361, 0.0241396 }
UVî‘çÜ1543 : { 0.210945, 0.0262579 }
UVî‘çÜ1544 : { 0.212361, 0.0265261 }
UVî‘çÜ1545 : { 0.210945, 0.0262579 }
UVî‘çÜ1546 : { 0.212361, 0.0241396 }
UVî‘çÜ1547 : { 0.210945, 0.0236296 }
UVî‘çÜ1548 : { 0.212361, 0.0265261 }
UVî‘çÜ1549 : { 0.210945, 0.0291714 }
UVî‘çÜ1550 : { 0.212361, 0.0291714 }
UVî‘çÜ1551 : { 0.210945, 0.0291714 }
UVî‘çÜ1552 : { 0.212361, 0.0265261 }
UVî‘çÜ1553 : { 0.210945, 0.0262579 }
UVî‘çÜ1554 : { 0.212361, 0.0318169 }
UVî‘çÜ1555 : { 0.212361, 0.0291714 }
UVî‘çÜ1556 : { 0.210945, 0.0291714 }
UVî‘çÜ1557 : { 0.210945, 0.0291714 }
UVî‘çÜ1558 : { 0.210945, 0.0320849 }
UVî‘çÜ1559 : { 0.212361, 0.0318169 }
UVî‘çÜ1560 : { 0.213624, 0.0314837 }
UVî‘çÜ1561 : { 0.212361, 0.0318169 }
UVî‘çÜ1562 : { 0.213624, 0.0335695 }
UVî‘çÜ1563 : { 0.212361, 0.0318169 }
UVî‘çÜ1564 : { 0.212361, 0.0342034 }
UVî‘çÜ1565 : { 0.213624, 0.0335695 }
UVî‘çÜ1566 : { 0.213624, 0.0352249 }
UVî‘çÜ1567 : { 0.212361, 0.0342034 }
UVî‘çÜ1568 : { 0.212361, 0.0360973 }
UVî‘çÜ1569 : { 0.212361, 0.0342034 }
UVî‘çÜ1570 : { 0.213624, 0.0352249 }
UVî‘çÜ1571 : { 0.213624, 0.0335695 }
UVî‘çÜ1572 : { 0.203958, 0.0352147 }
UVî‘çÜ1573 : { 0.202695, 0.0369674 }
UVî‘çÜ1574 : { 0.203958, 0.0376012 }
UVî‘çÜ1575 : { 0.202695, 0.0369674 }
UVî‘çÜ1576 : { 0.203958, 0.0352147 }
UVî‘çÜ1577 : { 0.202695, 0.0348815 }
UVî‘çÜ1578 : { 0.203958, 0.0325693 }
UVî‘çÜ1579 : { 0.202695, 0.0348815 }
UVî‘çÜ1580 : { 0.203958, 0.0352147 }
UVî‘çÜ1581 : { 0.202695, 0.0348815 }
UVî‘çÜ1582 : { 0.203958, 0.0325693 }
UVî‘çÜ1583 : { 0.202695, 0.0325693 }
UVî‘çÜ1584 : { 0.203958, 0.0325693 }
UVî‘çÜ1585 : { 0.203958, 0.0299238 }
UVî‘çÜ1586 : { 0.202695, 0.0302571 }
UVî‘çÜ1587 : { 0.203958, 0.0325693 }
UVî‘çÜ1588 : { 0.202695, 0.0302571 }
UVî‘çÜ1589 : { 0.202695, 0.0325693 }
UVî‘çÜ1590 : { 0.203958, 0.0275373 }
UVî‘çÜ1591 : { 0.202695, 0.0281713 }
UVî‘çÜ1592 : { 0.203958, 0.0299238 }
UVî‘çÜ1593 : { 0.203958, 0.0299238 }
UVî‘çÜ1594 : { 0.202695, 0.0281713 }
UVî‘çÜ1595 : { 0.202695, 0.0302571 }
UVî‘çÜ1596 : { 0.203958, 0.0275373 }
UVî‘çÜ1597 : { 0.203958, 0.0256435 }
UVî‘çÜ1598 : { 0.202695, 0.0265158 }
UVî‘çÜ1599 : { 0.203958, 0.0275373 }
UVî‘çÜ1600 : { 0.202695, 0.0265158 }
UVî‘çÜ1601 : { 0.202695, 0.0281713 }
UVî‘çÜ1602 : { 0.1877, 0.0254692 }
UVî‘çÜ1603 : { 0.188962, 0.0237165 }
UVî‘çÜ1604 : { 0.1877, 0.0230827 }
UVî‘çÜ1605 : { 0.188962, 0.0237165 }
UVî‘çÜ1606 : { 0.1877, 0.0254692 }
UVî‘çÜ1607 : { 0.188962, 0.0258023 }
UVî‘çÜ1608 : { 0.1877, 0.0281146 }
UVî‘çÜ1609 : { 0.188962, 0.0258023 }
UVî‘çÜ1610 : { 0.1877, 0.0254692 }
UVî‘çÜ1611 : { 0.188962, 0.0258023 }
UVî‘çÜ1612 : { 0.1877, 0.0281146 }
UVî‘çÜ1613 : { 0.188962, 0.0281146 }
UVî‘çÜ1614 : { 0.188962, 0.0304268 }
UVî‘çÜ1615 : { 0.1877, 0.0281146 }
UVî‘çÜ1616 : { 0.1877, 0.03076 }
UVî‘çÜ1617 : { 0.1877, 0.0281146 }
UVî‘çÜ1618 : { 0.188962, 0.0304268 }
UVî‘çÜ1619 : { 0.188962, 0.0281146 }
UVî‘çÜ1620 : { 0.188962, 0.0325127 }
UVî‘çÜ1621 : { 0.1877, 0.03076 }
UVî‘çÜ1622 : { 0.1877, 0.0331464 }
UVî‘çÜ1623 : { 0.1877, 0.03076 }
UVî‘çÜ1624 : { 0.188962, 0.0325127 }
UVî‘çÜ1625 : { 0.188962, 0.0304268 }
UVî‘çÜ1626 : { 0.188962, 0.0341681 }
UVî‘çÜ1627 : { 0.188962, 0.0325127 }
UVî‘çÜ1628 : { 0.1877, 0.0331464 }
UVî‘çÜ1629 : { 0.1877, 0.0331464 }
UVî‘çÜ1630 : { 0.1877, 0.0350405 }
UVî‘çÜ1631 : { 0.188962, 0.0341681 }
UVî‘çÜ1632 : { 0.210906, 0.0274631 }
UVî‘çÜ1633 : { 0.212658, 0.0287257 }
UVî‘çÜ1634 : { 0.212992, 0.0274631 }
UVî‘çÜ1635 : { 0.212658, 0.0287257 }
UVî‘çÜ1636 : { 0.210906, 0.0274631 }
UVî‘çÜ1637 : { 0.210272, 0.0287257 }
UVî‘çÜ1638 : { 0.212992, 0.0274631 }
UVî‘çÜ1639 : { 0.215304, 0.0287257 }
UVî‘çÜ1640 : { 0.215304, 0.0274631 }
UVî‘çÜ1641 : { 0.215304, 0.0287257 }
UVî‘çÜ1642 : { 0.212992, 0.0274631 }
UVî‘çÜ1643 : { 0.212658, 0.0287257 }
UVî‘çÜ1644 : { 0.217616, 0.0274631 }
UVî‘çÜ1645 : { 0.215304, 0.0274631 }
UVî‘çÜ1646 : { 0.215304, 0.0287257 }
UVî‘çÜ1647 : { 0.215304, 0.0287257 }
UVî‘çÜ1648 : { 0.217949, 0.0287257 }
UVî‘çÜ1649 : { 0.217616, 0.0274631 }
UVî‘çÜ1650 : { 0.219702, 0.0274631 }
UVî‘çÜ1651 : { 0.217616, 0.0274631 }
UVî‘çÜ1652 : { 0.217949, 0.0287257 }
UVî‘çÜ1653 : { 0.217949, 0.0287257 }
UVî‘çÜ1654 : { 0.220336, 0.0287257 }
UVî‘çÜ1655 : { 0.219702, 0.0274631 }
UVî‘çÜ1656 : { 0.212361, 0.0222456 }
UVî‘çÜ1657 : { 0.213624, 0.0247734 }
UVî‘çÜ1658 : { 0.213624, 0.0231181 }
UVî‘çÜ1659 : { 0.213624, 0.0247734 }
UVî‘çÜ1660 : { 0.212361, 0.0222456 }
UVî‘çÜ1661 : { 0.212361, 0.0241396 }
UVî‘çÜ1662 : { 0.213624, 0.0247734 }
UVî‘çÜ1663 : { 0.212361, 0.0265261 }
UVî‘çÜ1664 : { 0.213624, 0.0268593 }
UVî‘çÜ1665 : { 0.212361, 0.0265261 }
UVî‘çÜ1666 : { 0.213624, 0.0247734 }
UVî‘çÜ1667 : { 0.212361, 0.0241396 }
UVî‘çÜ1668 : { 0.213624, 0.0268593 }
UVî‘çÜ1669 : { 0.212361, 0.0291714 }
UVî‘çÜ1670 : { 0.213624, 0.0291714 }
UVî‘çÜ1671 : { 0.212361, 0.0291714 }
UVî‘çÜ1672 : { 0.213624, 0.0268593 }
UVî‘çÜ1673 : { 0.212361, 0.0265261 }
UVî‘çÜ1674 : { 0.213624, 0.0291714 }
UVî‘çÜ1675 : { 0.212361, 0.0291714 }
UVî‘çÜ1676 : { 0.213624, 0.0314837 }
UVî‘çÜ1677 : { 0.212361, 0.0291714 }
UVî‘çÜ1678 : { 0.212361, 0.0318169 }
UVî‘çÜ1679 : { 0.213624, 0.0314837 }
UVî‘çÜ1680 : { 0.213624, 0.0335695 }
UVî‘çÜ1681 : { 0.214702, 0.0310935 }
UVî‘çÜ1682 : { 0.213624, 0.0314837 }
UVî‘çÜ1683 : { 0.214702, 0.0310935 }
UVî‘çÜ1684 : { 0.213624, 0.0335695 }
UVî‘çÜ1685 : { 0.214702, 0.0328274 }
UVî‘çÜ1686 : { 0.21552, 0.0285825 }
UVî‘çÜ1687 : { 0.213123, 0.0292165 }
UVî‘çÜ1688 : { 0.213865, 0.0302379 }
UVî‘çÜ1689 : { 0.213123, 0.0292165 }
UVî‘çÜ1690 : { 0.21552, 0.0285825 }
UVî‘çÜ1691 : { 0.214499, 0.0278404 }
UVî‘çÜ1692 : { 0.202695, 0.0348815 }
UVî‘çÜ1693 : { 0.201617, 0.0362252 }
UVî‘çÜ1694 : { 0.202695, 0.0369674 }
UVî‘çÜ1695 : { 0.201617, 0.0362252 }
UVî‘çÜ1696 : { 0.202695, 0.0348815 }
UVî‘çÜ1697 : { 0.201617, 0.0344913 }
UVî‘çÜ1698 : { 0.201617, 0.0344913 }
UVî‘çÜ1699 : { 0.202695, 0.0325693 }
UVî‘çÜ1700 : { 0.201617, 0.0325693 }
UVî‘çÜ1701 : { 0.202695, 0.0325693 }
UVî‘çÜ1702 : { 0.201617, 0.0344913 }
UVî‘çÜ1703 : { 0.202695, 0.0348815 }
UVî‘çÜ1704 : { 0.201617, 0.0306473 }
UVî‘çÜ1705 : { 0.201617, 0.0325693 }
UVî‘çÜ1706 : { 0.202695, 0.0325693 }
UVî‘çÜ1707 : { 0.202695, 0.0325693 }
UVî‘çÜ1708 : { 0.202695, 0.0302571 }
UVî‘çÜ1709 : { 0.201617, 0.0306473 }
UVî‘çÜ1710 : { 0.201617, 0.0306473 }
UVî‘çÜ1711 : { 0.202695, 0.0281713 }
UVî‘çÜ1712 : { 0.201617, 0.0289133 }
UVî‘çÜ1713 : { 0.202695, 0.0281713 }
UVî‘çÜ1714 : { 0.201617, 0.0306473 }
UVî‘çÜ1715 : { 0.202695, 0.0302571 }
UVî‘çÜ1716 : { 0.213865, 0.0181312 }
UVî‘çÜ1717 : { 0.214499, 0.0205286 }
UVî‘çÜ1718 : { 0.21552, 0.0197865 }
UVî‘çÜ1719 : { 0.214499, 0.0205286 }
UVî‘çÜ1720 : { 0.213865, 0.0181312 }
UVî‘çÜ1721 : { 0.213123, 0.0191526 }
UVî‘çÜ1722 : { 0.188962, 0.0258023 }
UVî‘çÜ1723 : { 0.190041, 0.0244586 }
UVî‘çÜ1724 : { 0.188962, 0.0237165 }
UVî‘çÜ1725 : { 0.190041, 0.0244586 }
UVî‘çÜ1726 : { 0.188962, 0.0258023 }
UVî‘çÜ1727 : { 0.190041, 0.0261925 }
UVî‘çÜ1728 : { 0.188962, 0.0281146 }
UVî‘çÜ1729 : { 0.190041, 0.0261925 }
UVî‘çÜ1730 : { 0.188962, 0.0258023 }
UVî‘çÜ1731 : { 0.190041, 0.0261925 }
UVî‘çÜ1732 : { 0.188962, 0.0281146 }
UVî‘çÜ1733 : { 0.190041, 0.0281146 }
UVî‘çÜ1734 : { 0.188962, 0.0281146 }
UVî‘çÜ1735 : { 0.190041, 0.0300366 }
UVî‘çÜ1736 : { 0.190041, 0.0281146 }
UVî‘çÜ1737 : { 0.190041, 0.0300366 }
UVî‘çÜ1738 : { 0.188962, 0.0281146 }
UVî‘çÜ1739 : { 0.188962, 0.0304268 }
UVî‘çÜ1740 : { 0.190041, 0.0300366 }
UVî‘çÜ1741 : { 0.188962, 0.0325127 }
UVî‘çÜ1742 : { 0.190041, 0.0317705 }
UVî‘çÜ1743 : { 0.188962, 0.0325127 }
UVî‘çÜ1744 : { 0.190041, 0.0300366 }
UVî‘çÜ1745 : { 0.188962, 0.0304268 }
UVî‘çÜ1746 : { 0.204435, 0.0205286 }
UVî‘çÜ1747 : { 0.205811, 0.0191526 }
UVî‘çÜ1748 : { 0.205069, 0.0181312 }
UVî‘çÜ1749 : { 0.205069, 0.0181312 }
UVî‘çÜ1750 : { 0.203413, 0.0197865 }
UVî‘çÜ1751 : { 0.204435, 0.0205286 }
UVî‘çÜ1752 : { 0.211648, 0.0263848 }
UVî‘çÜ1753 : { 0.210906, 0.0274631 }
UVî‘çÜ1754 : { 0.213382, 0.0263848 }
UVî‘çÜ1755 : { 0.210906, 0.0274631 }
UVî‘çÜ1756 : { 0.212992, 0.0274631 }
UVî‘çÜ1757 : { 0.213382, 0.0263848 }
UVî‘çÜ1758 : { 0.212992, 0.0274631 }
UVî‘çÜ1759 : { 0.215304, 0.0274631 }
UVî‘çÜ1760 : { 0.215304, 0.0263848 }
UVî‘çÜ1761 : { 0.212992, 0.0274631 }
UVî‘çÜ1762 : { 0.215304, 0.0263848 }
UVî‘çÜ1763 : { 0.213382, 0.0263848 }
UVî‘çÜ1764 : { 0.217616, 0.0274631 }
UVî‘çÜ1765 : { 0.215304, 0.0263848 }
UVî‘çÜ1766 : { 0.215304, 0.0274631 }
UVî‘çÜ1767 : { 0.215304, 0.0263848 }
UVî‘çÜ1768 : { 0.217616, 0.0274631 }
UVî‘çÜ1769 : { 0.217226, 0.0263848 }
UVî‘çÜ1770 : { 0.21896, 0.0263848 }
UVî‘çÜ1771 : { 0.217616, 0.0274631 }
UVî‘çÜ1772 : { 0.219702, 0.0274631 }
UVî‘çÜ1773 : { 0.217616, 0.0274631 }
UVî‘çÜ1774 : { 0.21896, 0.0263848 }
UVî‘çÜ1775 : { 0.217226, 0.0263848 }
UVî‘çÜ1776 : { 0.203413, 0.0285825 }
UVî‘çÜ1777 : { 0.205811, 0.0292165 }
UVî‘çÜ1778 : { 0.204435, 0.0278404 }
UVî‘çÜ1779 : { 0.205811, 0.0292165 }
UVî‘çÜ1780 : { 0.203413, 0.0285825 }
UVî‘çÜ1781 : { 0.205069, 0.0302379 }
UVî‘çÜ1782 : { 0.214702, 0.0272494 }
UVî‘çÜ1783 : { 0.214702, 0.0255155 }
UVî‘çÜ1784 : { 0.213624, 0.0247734 }
UVî‘çÜ1785 : { 0.213624, 0.0247734 }
UVî‘çÜ1786 : { 0.213624, 0.0268593 }
UVî‘çÜ1787 : { 0.214702, 0.0272494 }
UVî‘çÜ1788 : { 0.214702, 0.0291714 }
UVî‘çÜ1789 : { 0.214702, 0.0272494 }
UVî‘çÜ1790 : { 0.213624, 0.0268593 }
UVî‘çÜ1791 : { 0.213624, 0.0268593 }
UVî‘çÜ1792 : { 0.213624, 0.0291714 }
UVî‘çÜ1793 : { 0.214702, 0.0291714 }
UVî‘çÜ1794 : { 0.213624, 0.0291714 }
UVî‘çÜ1795 : { 0.213624, 0.0314837 }
UVî‘çÜ1796 : { 0.214702, 0.0310935 }
UVî‘çÜ1797 : { 0.213624, 0.0291714 }
UVî‘çÜ1798 : { 0.214702, 0.0310935 }
UVî‘çÜ1799 : { 0.214702, 0.0291714 }
UVî‘çÜ1800 : { 0.213123, 0.0292165 }
UVî‘çÜ1801 : { 0.210951, 0.0287535 }
UVî‘çÜ1802 : { 0.211389, 0.0300999 }
UVî‘çÜ1803 : { 0.210951, 0.0287535 }
UVî‘çÜ1804 : { 0.213123, 0.0292165 }
UVî‘çÜ1805 : { 0.21229, 0.028071 }
UVî‘çÜ1806 : { 0.213353, 0.0270082 }
UVî‘çÜ1807 : { 0.213123, 0.0292165 }
UVî‘çÜ1808 : { 0.214499, 0.0278404 }
UVî‘çÜ1809 : { 0.213123, 0.0292165 }
UVî‘çÜ1810 : { 0.213353, 0.0270082 }
UVî‘çÜ1811 : { 0.21229, 0.028071 }
UVî‘çÜ1812 : { 0.215382, 0.0261065 }
UVî‘çÜ1813 : { 0.213353, 0.0270082 }
UVî‘çÜ1814 : { 0.214499, 0.0278404 }
UVî‘çÜ1815 : { 0.213353, 0.0270082 }
UVî‘çÜ1816 : { 0.215382, 0.0261065 }
UVî‘çÜ1817 : { 0.214035, 0.025669 }
UVî‘çÜ1818 : { 0.200749, 0.0340538 }
UVî‘çÜ1819 : { 0.201617, 0.0325693 }
UVî‘çÜ1820 : { 0.200749, 0.0325693 }
UVî‘çÜ1821 : { 0.201617, 0.0325693 }
UVî‘çÜ1822 : { 0.200749, 0.0340538 }
UVî‘çÜ1823 : { 0.201617, 0.0344913 }
UVî‘çÜ1824 : { 0.200749, 0.0310848 }
UVî‘çÜ1825 : { 0.200749, 0.0325693 }
UVî‘çÜ1826 : { 0.201617, 0.0325693 }
UVî‘çÜ1827 : { 0.201617, 0.0325693 }
UVî‘çÜ1828 : { 0.201617, 0.0306473 }
UVî‘çÜ1829 : { 0.200749, 0.0310848 }
UVî‘çÜ1830 : { 0.214035, 0.0227001 }
UVî‘çÜ1831 : { 0.215382, 0.0222626 }
UVî‘çÜ1832 : { 0.213353, 0.0213609 }
UVî‘çÜ1833 : { 0.215382, 0.0222626 }
UVî‘çÜ1834 : { 0.214499, 0.0205286 }
UVî‘çÜ1835 : { 0.213353, 0.0213609 }
UVî‘çÜ1836 : { 0.214499, 0.0205286 }
UVî‘çÜ1837 : { 0.213123, 0.0191526 }
UVî‘çÜ1838 : { 0.21229, 0.020298 }
UVî‘çÜ1839 : { 0.214499, 0.0205286 }
UVî‘çÜ1840 : { 0.21229, 0.020298 }
UVî‘çÜ1841 : { 0.213353, 0.0213609 }
UVî‘çÜ1842 : { 0.210951, 0.0196157 }
UVî‘çÜ1843 : { 0.213123, 0.0191526 }
